# clippy lint inventory — the complete `clippy-driver -Whelp` set.
#
# Extracted mechanically on 2026-08-19 from the toolchain this repository builds with:
#   rustc 1.97.1 (8bab26f4f 2026-07-14) / clippy 0.1.97 (8bab26f4f6 2026-07-14)
#   $ clippy-driver -Whelp        # "Lint checks loaded by this crate" — 815 lints
#
# The extraction point is fixed so the table can be re-derived; `jals-lint/MAPPING-rustc-clippy.md`
# is the prose that explains the buckets, and `jals-lint/tests/inventory.rs` is what keeps this file
# and the linter's own registry in step.
#
# Columns: lint <TAB> clippy group <TAB> clippy default <TAB> bucket <TAB> jals rule <TAB> note
#   bucket: M = 実装済みの jals rule に写る       N = 移植可能・未実装（roadmap）
#           R = Rust 固有（構文名指し）           X = Rust 固有（機構レベル）
#           D = 意図的に不採用（note に理由）     C = lint ではない（driver / lint 機構 / cargo）
#   jals rule: M / N のみ。同じ名前が複数行に出るのは多対一の写像で、正しい。
#   note:      D の理由。N では、その jals rule が **既に実装済み** で、この行が既存 rule の
#              拡張であることを示す `既存 rule の拡張`。ほかの bucket では空。
match-like-matches-macro	style	warn	R		
match-overlapping-arm	style	warn	N	unreachable-case	
match-ref-pats	style	warn	R		
match-result-ok	style	warn	R		
match-single-binding	complexity	warn	R		
mem-replace-option-with-none	style	warn	R		
mem-replace-option-with-some	style	warn	R		
mem-replace-with-default	style	warn	R		
misnamed-getters	suspicious	warn	N	misnamed-getter	
misrefactored-assign-op	suspicious	warn	N	misrefactored-assign-op	
missing-const-for-thread-local	perf	warn	R		
missing-enforced-import-renames	style	warn	R		
missing-safety-doc	style	warn	N	missing-javadoc-tag	
missing-spin-loop	perf	warn	N	busy-wait	
missing-transmute-annotations	suspicious	warn	R		
mixed-attributes-style	style	warn	R		
mixed-case-hex-literals	style	warn	D		jals-fmt の `[literals] hex-case` が既に正規化する。lint が重ねて言う理由がない
module-inception	style	warn	R		
multiple-bound-locations	style	warn	R		
multi-assignments	suspicious	warn	N	chained-assignment	
must-use-unit	style	warn	R		
mutable-key-type	suspicious	warn	N	mutable-map-key	
mut-mutex-lock	style	warn	R		
mut-range-bound	suspicious	warn	R		
needless-arbitrary-self-type	complexity	warn	R		
needless-as-bytes	complexity	warn	D		Java の `getBytes().length` は符号化に依存し `length()` と一致しない。置換は不健全
needless-bool	complexity	warn	N	needless-boolean-branch	
needless-bool-assign	complexity	warn	N	needless-boolean-branch	
needless-borrow	style	warn	R		
needless-borrowed-reference	complexity	warn	R		
needless-borrows-for-generic-args	style	warn	R		
needless-character-iteration	suspicious	warn	R		
needless-doctest-main	style	warn	R		
needless-else	style	warn	N	empty-else	
needless-ifs	complexity	warn	N	empty-if	
needless-late-init	style	warn	N	needless-late-init	
needless-lifetimes	complexity	warn	R		
needless-match	complexity	warn	R		
needless-maybe-sized	suspicious	warn	R		
needless-option-as-deref	complexity	warn	R		
needless-option-take	complexity	warn	R		
needless-parens-on-range-literals	style	warn	R		
needless-pub-self	style	warn	R		
needless-question-mark	complexity	warn	R		
needless-range-loop	style	warn	N	manual-for-each	
needless-return	style	warn	N	needless-return	
needless-return-with-question-mark	style	warn	R		
needless-splitn	complexity	warn	D		Java の `split` の limit は挙動（末尾空要素）を変えるので冗長ではない
needless-update	complexity	warn	R		
neg-cmp-op-on-partial-ord	complexity	warn	N	negated-float-comparison	
neg-multiply	style	warn	N	negation-by-multiply	
new-ret-no-self	style	warn	R		
new-without-default	style	warn	R		
non-canonical-clone-impl	suspicious	warn	R		
non-canonical-partial-ord-impl	suspicious	warn	N	inconsistent-compare-to	
non-minimal-cfg	style	warn	N	non-minimal-cfg	
no-effect	complexity	warn	N	no-effect-statement	
no-effect-replace	suspicious	warn	N	no-op-method-call	
obfuscated-if-else	style	warn	R		
octal-escapes	suspicious	warn	N	octal-escape	
ok-expect	style	warn	R		
only-used-in-recursion	complexity	warn	N	only-used-in-recursion	
option-as-ref-deref	complexity	warn	R		
option-filter-map	complexity	warn	R		
option-map-or-none	style	warn	R		
option-map-unit-fn	complexity	warn	R		
op-ref	style	warn	R		
or-then-unwrap	complexity	warn	R		
owned-cow	style	warn	R		
partialeq-ne-impl	complexity	warn	R		
partialeq-to-none	style	warn	R		
path-ends-with-ext	suspicious	warn	N	path-extension-check	
permissions-set-readonly-false	suspicious	warn	R		
pointers-in-nomem-asm-block	suspicious	warn	R		
possible-missing-else	suspicious	warn	N	possible-missing-else	
precedence	complexity	warn	N	unclear-precedence	
println-empty-string	style	warn	N	empty-println	
print-in-format-impl	suspicious	warn	N	print-in-to-string	
print-literal	style	warn	R		
print-with-newline	style	warn	N	print-with-newline	
ptr-arg	style	warn	R		
ptr-eq	style	warn	N	reference-equality	
ptr-offset-with-cast	complexity	warn	R		
question-mark	style	warn	R		
range-zip-with-len	complexity	warn	R		
rc-clone-in-vec-init	suspicious	warn	R		
readonly-write-lock	perf	warn	N	readonly-write-lock	
redundant-allocation	perf	warn	R		
redundant-async-block	complexity	warn	R		
redundant-as-str	complexity	warn	R		
redundant-at-rest-pattern	complexity	warn	R		
redundant-closure	style	warn	N	redundant-lambda	
redundant-closure-call	complexity	warn	N	immediately-invoked-lambda	
redundant-field-names	style	warn	R		
redundant-guards	complexity	warn	N	redundant-case-guard	
redundant-iter-cloned	perf	warn	R		
redundant-locals	suspicious	warn	R		
redundant-pattern	style	warn	R		
redundant-pattern-matching	style	warn	N	redundant-instanceof	
redundant-slicing	complexity	warn	N	redundant-substring	
redundant-static-lifetimes	style	warn	R		
regex-creation-in-loops	perf	warn	N	pattern-compile-in-loop	
repeat-once	complexity	warn	N	repeat-once	
repeat-vec-with-capacity	suspicious	warn	R		
replace-box	perf	warn	R		
repr-packed-without-abi	suspicious	warn	R		
reserve-after-initialization	complexity	warn	N	missing-collection-capacity	
result-filter-map	complexity	warn	R		
result-large-err	perf	warn	R		
result-map-or-into-option	style	warn	R		
result-map-unit-fn	complexity	warn	R		
result-unit-err	style	warn	R		
same-item-push	style	warn	N	same-item-added-in-loop	
seek-from-current	complexity	warn	R		
seek-to-start-instead-of-rewind	complexity	warn	R		
self-named-constructors	style	warn	R		
short-circuit-statement	complexity	warn	R		
should-implement-trait	style	warn	N	should-implement-interface	
single-char-add-str	style	warn	N	single-char-append	
single-component-path-imports	style	warn	N	redundant-import	
single-element-loop	complexity	warn	N	single-element-loop	
single-match	style	warn	R		
single-range-in-vec-init	suspicious	warn	R		
size-of-ref	suspicious	warn	R		
skip-while-next	complexity	warn	R		
sliced-string-as-bytes	perf	warn	R		
slow-vector-initialization	perf	warn	N	missing-collection-capacity	
some-filter	complexity	warn	R		
string-extend-chars	style	warn	R		
string-from-utf8-as-bytes	complexity	warn	N	redundant-string-bytes-roundtrip	
strlen-on-c-strings	complexity	warn	R		
suspicious-arithmetic-impl	suspicious	warn	R		
suspicious-assignment-formatting	suspicious	warn	N	suspicious-formatting	
suspicious-command-arg-space	suspicious	warn	N	command-arg-space	
suspicious-doc-comments	suspicious	warn	R		
suspicious-else-formatting	suspicious	warn	N	suspicious-formatting	
suspicious-map	suspicious	warn	R		
suspicious-open-options	suspicious	warn	R		
suspicious-op-assign-impl	suspicious	warn	R		
suspicious-to-owned	suspicious	warn	R		
suspicious-unary-op-formatting	suspicious	warn	N	suspicious-formatting	
swap-ptr-to-ref	suspicious	warn	R		
swap-with-temporary	complexity	warn	R		
tabs-in-doc-comments	style	warn	N	tab-in-javadoc	
temporary-assignment	complexity	warn	R		
test-attr-in-doctest	suspicious	warn	R		
too-many-arguments	complexity	warn	N	too-many-arguments	
toplevel-ref-arg	style	warn	R		
to-digit-is-some	style	warn	N	manual-ascii-check	
to-string-in-format-args	perf	warn	N	redundant-to-string	
to-string-trait-impl	style	warn	R		
transmutes-expressible-as-ptr-casts	complexity	warn	R		
transmute-bytes-to-str	complexity	warn	R		
transmute-int-to-bool	complexity	warn	R		
transmute-int-to-non-zero	complexity	warn	R		
transmute-ptr-to-ref	complexity	warn	R		
trim-split-whitespace	style	warn	N	redundant-trim	
type-complexity	complexity	warn	N	type-complexity	
type-id-on-box	suspicious	warn	R		
unbuffered-bytes	perf	warn	N	unbuffered-stream-read	
unconditional-recursion	suspicious	warn	N	unconditional-recursion	
unit-arg	complexity	warn	R		
unnecessary-cast	complexity	warn	N	redundant-cast	
unnecessary-clippy-cfg	suspicious	warn	C		
unnecessary-fallible-conversions	style	warn	R		
unnecessary-filter-map	complexity	warn	R		
unnecessary-find-map	complexity	warn	R		
unnecessary-first-then-check	complexity	warn	N	manual-is-empty	
unnecessary-fold	style	warn	N	unnecessary-fold	
unnecessary-get-then-check	suspicious	warn	N	redundant-lookup	
unnecessary-lazy-evaluations	style	warn	N	unnecessary-lazy-evaluation	
unnecessary-literal-unwrap	complexity	warn	R		
unnecessary-map-on-constructor	complexity	warn	R		
unnecessary-map-or	style	warn	R		
unnecessary-min-or-max	complexity	warn	N	unnecessary-min-max	
unnecessary-mut-passed	style	warn	R		
unnecessary-operation	complexity	warn	N	no-effect-statement	
unnecessary-option-map-or-else	suspicious	warn	R		
unnecessary-owned-empty-strings	style	warn	N	needless-string-allocation	
unnecessary-result-map-or-else	suspicious	warn	R		
unnecessary-sort-by	complexity	warn	N	unnecessary-sort-comparator	
unnecessary-to-owned	perf	warn	N	needless-string-allocation	
unnecessary-unwrap	complexity	warn	R		
unneeded-struct-pattern	style	warn	R		
unneeded-wildcard-pattern	complexity	warn	R		
unsafe-removed-from-name	style	warn	R		
unused-enumerate-index	style	warn	N	manual-for-each	
unused-format-specs	complexity	warn	N	unused-format-specifier	
unused-unit	style	warn	R		
unusual-byte-groupings	style	warn	N	inconsistent-digit-grouping	
unwrap-or-default	style	warn	R		
upper-case-acronyms	style	warn	N	upper-case-acronym	
useless-asref	complexity	warn	R		
useless-borrows-in-formatting	perf	warn	R		
useless-concat	complexity	warn	R		
useless-conversion	complexity	warn	N	no-op-method-call	
useless-format	complexity	warn	N	useless-format	
useless-nonzero-new-unchecked	complexity	warn	R		
useless-transmute	complexity	warn	R		
useless-vec	perf	warn	R		
vec-box	complexity	warn	R		
vec-init-then-push	perf	warn	N	manual-collection-literal	
waker-clone-wake	perf	warn	R		
while-let-loop	complexity	warn	R		
while-let-on-iterator	style	warn	N	manual-iterator-loop	
wildcard-in-or-patterns	complexity	warn	R		
writeln-empty-string	style	warn	N	empty-println	
write-literal	style	warn	R		
write-with-newline	style	warn	N	print-with-newline	
wrong-self-convention	style	warn	R		
zero-divided-by-zero	complexity	warn	N	zero-divided-by-zero	
zero-prefixed-literal	complexity	warn	N	octal-literal	
zero-ptr	style	warn	R		
zero-repeat-side-effects	suspicious	warn	R		
zombie-processes	suspicious	warn	N	unwaited-process	
absurd-extreme-comparisons	correctness	deny	N	absurd-comparison	
almost-swapped	correctness	deny	N	almost-swapped	
approx-constant	correctness	deny	N	approximate-constant	
async-yields-async	correctness	deny	R		
bad-bit-mask	correctness	deny	N	bad-bit-mask	
cast-slice-different-sizes	correctness	deny	R		
char-indices-as-byte-indices	correctness	deny	N	code-point-index-confusion	
deprecated-semver	correctness	deny	D		Java の `@Deprecated(since=)` は自由文字列で、semver を検査する根拠がない
derived-hash-with-manual-eq	correctness	deny	N	equals-hashcode-pair	
derive-ord-xor-partial-ord	correctness	deny	N	inconsistent-compare-to	
eager-transmute	correctness	deny	R		
enum-clike-unportable-variant	correctness	deny	R		
eq-op	correctness	deny	N	identical-operands	
erasing-op	correctness	deny	N	erasing-operation	
ifs-same-cond	correctness	deny	N	duplicate-if-condition	
if-let-mutex	correctness	deny	R		
impl-hash-borrow-with-str-and-bytes	correctness	deny	R		
impossible-comparisons	correctness	deny	N	impossible-comparison	
ineffective-bit-mask	correctness	deny	N	bad-bit-mask	
infinite-iter	correctness	deny	R		
inherent-to-string-shadow-display	correctness	deny	R		
inline-fn-without-body	correctness	deny	R		
invalid-regex	correctness	deny	N	invalid-regex	
inverted-saturating-sub	correctness	deny	R		
invisible-characters	correctness	deny	N	suspicious-unicode-literal	
iterator-step-by-zero	correctness	deny	R		
iter-next-loop	correctness	deny	R		
iter-skip-zero	correctness	deny	R		
let-underscore-lock	correctness	deny	R		
lint-groups-priority	correctness	deny	C		
match-str-case-mismatch	correctness	deny	N	case-mismatch-switch	
mem-replace-with-uninit	correctness	deny	R		
min-max	correctness	deny	N	constant-clamp	
mistyped-literal-suffixes	correctness	deny	N	mistyped-literal-suffix	
modulo-one	correctness	deny	N	modulo-one	
mut-from-ref	correctness	deny	R		
never-loop	correctness	deny	N	never-loop	
nonsensical-open-options	correctness	deny	R		
non-octal-unix-permissions	correctness	deny	R		
not-unsafe-ptr-arg-deref	correctness	deny	R		
option-env-unwrap	correctness	deny	R		
out-of-bounds-indexing	correctness	deny	N	unconditional-exception	
panicking-overflow-checks	correctness	deny	R		
panicking-unwrap	correctness	deny	R		
possible-missing-comma	correctness	deny	N	possible-missing-comma	
read-line-without-trim	correctness	deny	D		Java の `BufferedReader.readLine` は改行を含まないので同じ罠が起きない
recursive-format-impl	correctness	deny	N	unconditional-recursion	
redundant-comparisons	correctness	deny	N	redundant-comparison	
reversed-empty-ranges	correctness	deny	N	reversed-range	
self-assignment	correctness	deny	N	self-assignment	
serde-api-misuse	correctness	deny	R		
size-of-in-element-count	correctness	deny	R		
suspicious-splitn	correctness	deny	D		Java の `split(re, 0)` は既定動作であって誤用ではない
transmute-null-to-fn	correctness	deny	R		
transmuting-null	correctness	deny	R		
uninit-assumed-init	correctness	deny	R		
uninit-vec	correctness	deny	R		
unit-cmp	correctness	deny	R		
unit-hash	correctness	deny	R		
unit-return-expecting-ord	correctness	deny	R		
unsound-collection-transmute	correctness	deny	R		
unused-io-amount	correctness	deny	N	unused-io-amount	
useless-attribute	correctness	deny	R		
vec-resize-to-zero	correctness	deny	R		
while-immutable-condition	correctness	deny	N	infinite-while	
wrong-transmute	correctness	deny	R		
zst-offset	correctness	deny	R		
